2564021.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564022.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564023.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564024.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564025.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564026.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564027.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564028.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564029.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564030.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564031.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564032.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564033.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564034.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564035.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564036.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564037.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564038.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564039.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564040.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564041.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564042.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564043.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564044.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564045.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564046.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564047.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564048.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564049.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564050.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564051.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564052.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564053.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564054.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564055.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564056.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564057.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564058.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564059.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564060.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564061.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564062.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564063.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564064.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564065.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564066.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564067.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564068.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564069.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564070.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564071.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564072.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564073.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564074.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564075.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564076.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564077.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564078.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564079.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564080.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564081.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564082.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564083.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564084.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564085.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564086.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564087.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564088.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564089.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564090.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564091.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564092.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564093.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564094.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
2564095.0	(673.7000122070312, 398.79998779296875)	(244.0, 24.0)	(14.0, -60.0)	1000.0
